NumberOfSamplePoint, frequency, freq_position, freq_true, S_real, S_imag, S_abs, S_dB
5119,2,285.7,2.002,-0.67154,-0.64649,0.93215,-0.61029
5119,3,428.55,3.003,-0.81362,0.52716,0.96947,-0.26932
5119,4,571.4,3.997,0.79522,0.53751,0.95984,-0.356
5119,5,714.25,4.998,0.017525,0.0060517,0.01854,-34.638
5119,6,857.1,5.999,0.02323,-0.019639,0.030419,-30.337
5119,7,999.95,7,-0.00088325,-0.0017402,0.0019515,-54.192
5120,0,0,0,1,0,1,-2.1362e-10
5120,1,142.85,1.001,0.3187,-0.90397,0.9585,-0.36812
5120,2,285.7,2.002,-0.71653,-0.59953,0.93426,-0.59061
5120,3,428.55,3.003,-0.72753,0.664,0.98499,-0.13139
5120,4,571.4,3.997,0.86631,0.35386,0.93579,-0.57643
5120,5,714.25,4.998,-0.021745,-0.004358,0.022177,-33.082
5120,6,857.1,5.999,0.00052289,-0.00063501,0.00082259,-61.696
5120,7,999.95,7,-0.060814,-0.065896,0.08967,-20.947
5121,0,0,0,1,0,1,-2.0052e-10
5121,1,142.85,1.001,0.38107,-0.88868,0.96694,-0.29201
5121,2,285.7,2.002,-0.63598,-0.68488,0.93463,-0.58722
5121,3,428.55,3.003,-0.8599,0.43943,0.96568,-0.30337
5121,4,571.4,3.997,0.66344,0.70325,0.9668,-0.29325
5121,5,714.25,4.998,0.015153,0.005709,0.016193,-35.814
5121,6,857.1,5.999,0.030237,-0.022572,0.037733,-28.466
5121,7,999.95,7,-0.00021939,-0.00019356,0.00029257,-70.675
5122,0,0,0,1,0,1,-2.0706e-10
5122,1,142.85,1.001,0.35714,-0.88958,0.95859,-0.36733
5122,2,285.7,2.002,-0.64596,-0.65483,0.91982,-0.72595
5122,3,428.55,3.003,-0.83767,0.47105,0.96103,-0.34526
5122,4,571.4,3.997,0.70889,0.66054,0.96893,-0.27411
5122,5,714.25,4.998,0.0091699,0.00052867,0.0091851,-40.738
5122,6,857.1,5.999,0.022752,-0.019564,0.030007,-30.456
5122,7,999.95,7,-0.0022593,-0.005259,0.0057237,-44.846
5123,0,0,0,1,0,1,-2.1332e-10
5123,1,142.85,1.001,0.34546,-0.90493,0.96863,-0.27688
5123,2,285.7,2.002,-0.70208,-0.63561,0.94706,-0.47246
5123,3,428.55,3.003,-0.79165,0.58145,0.98224,-0.15564
5123,4,571.4,3.997,0.78682,0.56532,0.96886,-0.27482
5123,5,714.25,4.998,-0.028571,-0.021406,0.035701,-28.946
5123,6,857.1,5.999,0.016048,-0.014165,0.021406,-33.389
5123,7,999.95,7,-0.0016235,-0.0037033,0.0040435,-47.865
5124,0,0,0,1,0,1,-2.148e-10
5124,1,142.85,1.001,0.32668,-0.88475,0.94314,-0.5085
5124,2,285.7,2.002,-0.65432,-0.61829,0.90023,-0.9129
5124,3,428.55,3.003,-0.78454,0.58402,0.97805,-0.1928
5124,4,571.4,3.997,0.77581,0.38067,0.86417,-1.268
5124,5,714.25,4.998,-0.0051374,-0.00072199,0.0051879,-45.7
5124,6,857.1,5.999,-1.2765e-05,-0.00076185,0.00076196,-62.361
5124,7,999.95,7,-0.15155,-0.10192,0.18264,-14.768
5125,0,0,0,1,0,1,-2.1569e-10
5125,1,142.85,1.001,0.31159,-0.90694,0.95897,-0.36387
5125,2,285.7,2.002,-0.72877,-0.59309,0.93961,-0.54103
5125,3,428.55,3.003,-0.71891,0.67493,0.98608,-0.12171
5125,4,571.4,3.997,0.77437,0.44946,0.89536,-0.96009
5125,5,714.25,4.998,-0.049092,-0.012589,0.05068,-25.903
5125,6,857.1,5.999,0.0025859,-0.0035756,0.0044127,-47.106
5125,7,999.95,7,-0.02961,-0.04244,0.051748,-25.722
5126,0,0,0,1,0,1,-2.0592e-10
5126,1,142.85,1.001,0.35,-0.90369,0.9691,-0.27262
5126,2,285.7,2.002,-0.69867,-0.64345,0.94982,-0.44714
5126,3,428.55,3.003,-0.79729,0.57925,0.9855,-0.1269
5126,4,571.4,3.997,0.72466,0.60899,0.94657,-0.47691
5126,5,714.25,4.998,-0.064597,-0.037516,0.074701,-22.534
5126,6,857.1,5.999,0.0087032,-0.0089333,0.012472,-38.081
5126,7,999.95,7,-0.00237,-0.0052932,0.0057996,-44.732
5127,0,0,0,1,0,1,-2.1226e-10
5127,1,142.85,1.001,0.31266,-0.91876,0.9705,-0.2601
5127,2,285.7,2.002,-0.76095,-0.58083,0.9573,-0.37908
5127,3,428.55,3.003,-0.6898,0.70492,0.98627,-0.12006
5127,4,571.4,3.997,0.92123,0.28264,0.96361,-0.32198
5127,5,714.25,4.998,-0.012527,-0.0086071,0.015199,-36.364
5127,6,857.1,5.999,0.016683,-0.015753,0.022945,-32.786
5127,7,999.95,7,-0.00013652,-8.1261e-05,0.00015888,-75.979
5128,0,0,0,1,0,1,-2.0521e-10
5128,1,142.85,1.001,0.37057,-0.88611,0.96047,-0.3503
5128,2,285.7,2.002,-0.62975,-0.67566,0.92363,-0.69001
5128,3,428.55,3.003,-0.86599,0.4274,0.96572,-0.30298
5128,4,571.4,3.997,0.56801,0.7829,0.96724,-0.28929
5128,5,714.25,4.998,-0.063082,-0.056453,0.084654,-21.447
5128,6,857.1,5.999,0.017629,-0.015271,0.023323,-32.644
5128,7,999.95,7,-0.0012006,-0.0026731,0.0029303,-50.662
5129,0,0,0,1,0,1,-2.0083e-10
5129,1,142.85,1.001,0.38068,-0.88949,0.96753,-0.28674
5129,2,285.7,2.002,-0.63769,-0.68606,0.93666,-0.56838
5129,3,428.55,3.003,-0.86543,0.4354,0.96879,-0.27545
5129,4,571.4,3.997,0.59916,0.767,0.97328,-0.23524
5129,5,714.25,4.998,-0.036264,-0.039718,0.053783,-25.387
5129,6,857.1,5.999,0.022153,-0.016648,0.027712,-31.147
5129,7,999.95,7,-0.00097235,-0.0022117,0.002416,-52.338
5130,0,0,0,1,0,1,-2.1806e-10
5130,1,142.85,1.001,0.30963,-0.91074,0.96193,-0.33712
5130,2,285.7,2.002,-0.74092,-0.58288,0.94272,-0.51239
5130,3,428.55,3.003,-0.69475,0.6992,0.98567,-0.12534
5130,4,571.4,3.997,0.92431,0.25555,0.95899,-0.36371
5130,5,714.25,4.998,-0.0054003,-0.0033229,0.0063408,-43.957
5130,6,857.1,5.999,0.0048188,-0.0062572,0.0078977,-42.05
5130,7,999.95,7,-0.015684,-0.02636,0.030673,-30.265
5131,0,0,0,1,0,1,-2.2229e-10
5131,1,142.85,1.001,0.31111,-0.90552,0.95748,-0.37745
5131,2,285.7,2.002,-0.72012,-0.58499,0.92779,-0.65104
5131,3,428.55,3.003,-0.71832,0.66241,0.97712,-0.201
5131,4,571.4,3.997,0.93052,0.17844,0.94748,-0.46863
5131,5,714.25,4.998,0.0062299,-0.00049266,0.0062494,-44.083
5131,6,857.1,5.999,0.0045716,-0.005476,0.0071334,-42.934
5131,7,999.95,7,-0.029829,-0.04598,0.054809,-25.223
5132,0,0,0,1,0,1,-2.1967e-10
5132,1,142.85,1.001,0.33463,-0.89816,0.95847,-0.36846
5132,2,285.7,2.002,-0.68552,-0.62495,0.92764,-0.65245
5132,3,428.55,3.003,-0.79267,0.57166,0.9773,-0.1994
5132,4,571.4,3.997,0.78751,0.55324,0.96242,-0.33272
5132,5,714.25,4.998,-0.02623,-0.015189,0.030311,-30.368
5132,6,857.1,5.999,0.012203,-0.012909,0.017764,-35.009
5132,7,999.95,7,-0.0015678,-0.0032578,0.0036154,-48.837
5133,0,0,0,1,0,1,-2.1316e-10
5133,1,142.85,1.001,0.31458,-0.90949,0.96236,-0.33325
5133,2,285.7,2.002,-0.73,-0.58493,0.93544,-0.57971
5133,3,428.55,3.003,-0.70727,0.67103,0.97494,-0.22045
5133,4,571.4,3.997,0.8664,0.032933,0.86703,-1.2393
5133,5,714.25,4.998,0.040174,0.013264,0.042307,-27.472
5133,6,857.1,5.999,0.018985,-0.018268,0.026346,-31.586
5133,7,999.95,7,-0.0017274,-0.003613,0.0040047,-47.949
5134,0,0,0,1,0,1,-2.0861e-10
5134,1,142.85,1.001,0.35821,-0.88698,0.95658,-0.38554
5134,2,285.7,2.002,-0.64226,-0.6531,0.91599,-0.76218
5134,3,428.55,3.003,-0.82566,0.49765,0.96404,-0.31814
5134,4,571.4,3.997,0.83588,0.4774,0.96261,-0.33104
5134,5,714.25,4.998,0.025166,0.0040773,0.025494,-31.871
5134,6,857.1,5.999,0.0035219,-0.0043468,0.0055945,-45.045
5134,7,999.95,7,-0.037596,-0.054018,0.065813,-23.634
5135,0,0,0,1,0,1,-2.2312e-10
5135,1,142.85,1.001,0.31269,-0.91186,0.96398,-0.31862
5135,2,285.7,2.002,-0.74166,-0.58628,0.94541,-0.48763
5135,3,428.55,3.003,-0.70315,0.69089,0.98577,-0.12446
5135,4,571.4,3.997,0.89871,0.33252,0.95825,-0.3704
5135,5,714.25,4.998,-0.030651,-0.010492,0.032397,-29.79
5135,6,857.1,5.999,0.0034951,-0.0043905,0.0056118,-45.018
5135,7,999.95,7,-0.013621,-0.023248,0.026944,-31.391
5136,0,0,0,1,0,1,-2.0903e-10
5136,1,142.85,1.001,0.34451,-0.89899,0.96274,-0.32982
5136,2,285.7,2.002,-0.67988,-0.63303,0.92896,-0.64004
5136,3,428.55,3.003,-0.80048,0.53624,0.9635,-0.32301
5136,4,571.4,3.997,0.78122,0.54369,0.95179,-0.42919
5136,5,714.25,4.998,-0.0045571,-0.0086508,0.0097778,-40.195
5136,6,857.1,5.999,0.026053,-0.019117,0.032315,-29.812
5136,7,999.95,7,-0.00033644,-0.0004237,0.00054103,-65.336
5137,0,0,0,1,0,1,-2.0692e-10
5137,1,142.85,1.001,0.35907,-0.89077,0.96042,-0.35078
5137,2,285.7,2.002,-0.65106,-0.65874,0.92618,-0.66607
5137,3,428.55,3.003,-0.84018,0.4867,0.97097,-0.2559
5137,4,571.4,3.997,0.68694,0.67898,0.96586,-0.30168
5137,5,714.25,4.998,-0.026112,-0.019293,0.032466,-29.771
5137,6,857.1,5.999,0.014435,-0.014064,0.020154,-33.913
5137,7,999.95,7,-0.0021425,-0.0048309,0.0052847,-45.54
5138,0,0,0,1,0,1,-2.0807e-10
5138,1,142.85,1.001,0.35418,-0.89885,0.96611,-0.29944
5138,2,285.7,2.002,-0.6804,-0.64803,0.93962,-0.54098
5138,3,428.55,3.003,-0.80916,0.54813,0.97734,-0.19912
5138,4,571.4,3.997,0.81504,0.51596,0.96462,-0.31284
5138,5,714.25,4.998,0.025488,0.0089312,0.027007,-31.37
5138,6,857.1,5.999,0.023042,-0.020707,0.030979,-30.179
5138,7,999.95,7,-0.00069244,-0.0011924,0.0013789,-57.209
5139,0,0,0,1,0,1,-2.0973e-10
5139,1,142.85,1.001,0.34024,-0.89577,0.95821,-0.37078
5139,2,285.7,2.002,-0.67797,-0.62996,0.92547,-0.67279
5139,3,428.55,3.003,-0.78975,0.57249,0.97542,-0.21617
5139,4,571.4,3.997,0.8741,0.40379,0.96286,-0.32877
5139,5,714.25,4.998,0.019306,0.0024654,0.019463,-34.216
5139,6,857.1,5.999,0.0052661,-0.0064507,0.0083273,-41.59
5139,7,999.95,7,-0.030888,-0.047722,0.056846,-24.906
5140,0,0,0,1,0,1,-2.1964e-10
5140,1,142.85,1.001,0.31641,-0.90782,0.96139,-0.34204
5140,2,285.7,2.002,-0.72725,-0.59165,0.93752,-0.56042
5140,3,428.55,3.003,-0.7154,0.67362,0.98263,-0.15219
5140,4,571.4,3.997,0.93659,0.18178,0.95407,-0.40841
5140,5,714.25,4.998,0.012684,0.00089885,0.012716,-37.913
5140,6,857.1,5.999,0.0065688,-0.0079823,0.010338,-39.712
5140,7,999.95,7,-0.014332,-0.025501,0.029252,-30.677
5141,0,0,0,1,0,1,-2.0027e-10
5141,1,142.85,1.001,0.38782,-0.88046,0.96209,-0.33567
5141,2,285.7,2.002,-0.6041,-0.6961,0.92167,-0.70845
5141,3,428.55,3.003,-0.88313,0.36015,0.95375,-0.41133
5141,4,571.4,3.997,0.47895,0.84945,0.97517,-0.2184
5141,5,714.25,4.998,-0.043887,-0.060917,0.07508,-22.49
5141,6,857.1,5.999,0.034981,-0.023269,0.042013,-27.532
5141,7,999.95,7,0.00032933,-0.0013657,0.0014049,-57.047
5142,0,0,0,1,0,1,-2.1096e-10
5142,1,142.85,1.001,0.37508,-0.88722,0.96324,-0.32527
5142,2,285.7,2.002,-0.63328,-0.67239,0.92366,-0.68972
5142,3,428.55,3.003,-0.84022,0.44468,0.95063,-0.43977
5142,4,571.4,3.997,0.73267,0.55839,0.9212,-0.71295
5142,5,714.25,4.998,0.052237,0.033326,0.061962,-24.157
5142,6,857.1,5.999,0.034782,-0.025617,0.043197,-27.291
5142,7,999.95,7,5.045e-05,8.798e-06,5.1212e-05,-85.813
5143,0,0,0,1,0,1,-2.1528e-10
5143,1,142.85,1.001,0.32986,-0.89108,0.95018,-0.44391
5143,2,285.7,2.002,-0.67189,-0.61984,0.91413,-0.77981
5143,3,428.55,3.003,-0.77613,0.59903,0.98042,-0.17178
5143,4,571.4,3.997,0.81417,0.39694,0.90578,-0.85959
5143,5,714.25,4.998,-0.0082861,-0.0015773,0.0084349,-41.478
5143,6,857.1,5.999,5.1477e-05,-7.105e-06,5.1965e-05,-85.686
5143,7,999.95,7,-0.082078,-0.076411,0.11214,-19.005
5144,0,0,0,1,0,1,-2.0152e-10
5144,1,142.85,1.001,0.38175,-0.88324,0.9622,-0.33466
5144,2,285.7,2.002,-0.61925,-0.68808,0.9257,-0.67059
5144,3,428.55,3.003,-0.87144,0.41695,0.96605,-0.30002
5144,4,571.4,3.997,0.62308,0.7398,0.96723,-0.28938
5144,5,714.25,4.998,-0.0017333,-0.0059145,0.0061633,-44.204
5144,6,857.1,5.999,0.012736,-0.012755,0.018025,-34.883
5144,7,999.95,7,-0.0073647,-0.016121,0.017724,-35.029
5145,0,0,0,1,0,1,-2.1139e-10
5145,1,142.85,1.001,0.33232,-0.89987,0.95927,-0.3612
5145,2,285.7,2.002,-0.69178,-0.62156,0.92999,-0.63039
5145,3,428.55,3.003,-0.78637,0.58273,0.97875,-0.18655
5145,4,571.4,3.997,0.79207,0.54478,0.96134,-0.34248
5145,5,714.25,4.998,-0.032691,-0.017486,0.037073,-28.619
5145,6,857.1,5.999,0.008515,-0.0092392,0.012565,-38.017
5145,7,999.95,7,-0.0079864,-0.016354,0.0182,-34.799
5146,0,0,0,1,0,1,-2.0607e-10
5146,1,142.85,1.001,0.37427,-0.87855,0.95495,-0.40039
5146,2,285.7,2.002,-0.60386,-0.67332,0.90444,-0.87244
5146,3,428.55,3.003,-0.85428,0.3829,0.93616,-0.57295
5146,4,571.4,3.997,0.65325,0.68776,0.94855,-0.45878
5146,5,714.25,4.998,0.053436,0.030651,0.061603,-24.208
5146,6,857.1,5.999,0.031899,-0.026033,0.041173,-27.708
5146,7,999.95,7,-0.00023085,-0.00020455,0.00030843,-70.217
5147,0,0,0,1,0,1,-2.1532e-10
5147,1,142.85,1.001,0.3311,-0.89316,0.95256,-0.42219
5147,2,285.7,2.002,-0.67843,-0.61705,0.91707,-0.75196
5147,3,428.55,3.003,-0.76109,0.61616,0.97923,-0.18228
5147,4,571.4,3.997,0.9184,0.22935,0.94661,-0.47661
5147,5,714.25,4.998,0.0056914,-0.0013489,0.0058491,-44.658
5147,6,857.1,5.999,3.7608e-05,-0.0010727,0.0010734,-59.385
5147,7,999.95,7,-0.21546,-0.11864,0.24596,-12.183
5148,0,0,0,1,0,1,-2.0935e-10
5148,1,142.85,1.001,0.34795,-0.90345,0.96814,-0.28124
5148,2,285.7,2.002,-0.69666,-0.64244,0.94766,-0.4669
5148,3,428.55,3.003,-0.80433,0.56744,0.98434,-0.13708
5148,4,571.4,3.997,0.71287,0.63878,0.9572,-0.37995
5148,5,714.25,4.998,-0.050532,-0.03695,0.0626,-24.069
5148,6,857.1,5.999,0.01946,-0.016997,0.025838,-31.755
5148,7,999.95,7,-0.00014457,-8.3366e-05,0.00016688,-75.552
5149,0,0,0,1,0,1,-2.1828e-10
5149,1,142.85,1.001,0.29056,-0.91575,0.96075,-0.34784
5149,2,285.7,2.002,-0.76574,-0.55261,0.94432,-0.49764
5149,3,428.55,3.003,-0.63904,0.75034,0.98559,-0.12607
5149,4,571.4,3.997,0.94461,0.16035,0.95812,-0.37157
5149,5,714.25,4.998,-0.020479,-0.0050886,0.021102,-33.514
5149,6,857.1,5.999,0.0024086,-0.0033126,0.0040957,-47.753
5149,7,999.95,7,-0.021629,-0.032313,0.038884,-28.205
5150,0,0,0,1,0,1,-2.1019e-10
5150,1,142.85,1.001,0.34187,-0.89372,0.95687,-0.38291
5150,2,285.7,2.002,-0.66608,-0.63707,0.92169,-0.70828
5150,3,428.55,3.003,-0.81961,0.52032,0.97082,-0.25724
5150,4,571.4,3.997,0.72262,0.64292,0.96723,-0.28944
5150,5,714.25,4.998,-0.020592,-0.016552,0.026419,-31.562
5150,6,857.1,5.999,0.020439,-0.019008,0.027912,-31.084
5150,7,999.95,7,-0.0005568,-0.00085574,0.0010209,-59.82
5151,0,0,0,1,0,1,-2.1601e-10
5151,1,142.85,1.001,0.31288,-0.90133,0.95409,-0.40823
5151,2,285.7,2.002,-0.70642,-0.58968,0.92019,-0.72245
5151,3,428.55,3.003,-0.73071,0.64188,0.9726,-0.24135
5151,4,571.4,3.997,0.9087,0.094433,0.9136,-0.78492
5151,5,714.25,4.998,0.047524,0.010389,0.048647,-26.259
5151,6,857.1,5.999,0.015528,-0.017567,0.023446,-32.599
5151,7,999.95,7,-0.0026684,-0.0053214,0.0059529,-44.505
5152,0,0,0,1,0,1,-2.1479e-10
5152,1,142.85,1.001,0.32263,-0.89738,0.95362,-0.4125
5152,2,285.7,2.002,-0.68906,-0.60601,0.91763,-0.74665
5152,3,428.55,3.003,-0.76433,0.6004,0.97195,-0.24715
5152,4,571.4,3.997,0.89943,0.33841,0.96099,-0.34565
5152,5,714.25,4.998,0.012452,0.00088605,0.012483,-38.073
5152,6,857.1,5.999,0.0057346,-0.0069315,0.0089962,-40.919
5152,7,999.95,7,-0.02636,-0.042465,0.049981,-26.024
5153,0,0,0,1,0,1,-2.0826e-10
5153,1,142.85,1.001,0.3395,-0.90608,0.96759,-0.28613
5153,2,285.7,2.002,-0.70936,-0.62558,0.9458,-0.48397
5153,3,428.55,3.003,-0.77252,0.60712,0.98254,-0.15301
5153,4,571.4,3.997,0.84399,0.47241,0.96721,-0.28961
5153,5,714.25,4.998,-0.016071,-0.010777,0.01935,-34.266
5153,6,857.1,5.999,0.0095675,-0.0096742,0.013606,-37.325
5153,7,999.95,7,-0.0086796,-0.018212,0.020175,-33.904
5154,0,0,0,1,0,1,-2.1035e-10
5154,1,142.85,1.001,0.33236,-0.90256,0.96181,-0.33825
5154,2,285.7,2.002,-0.70375,-0.61769,0.93638,-0.57096
5154,3,428.55,3.003,-0.76173,0.62066,0.98258,-0.15266
5154,4,571.4,3.997,0.86849,0.40936,0.96013,-0.35337
5154,5,714.25,4.998,-0.0089344,-0.0049213,0.0102,-39.828
5154,6,857.1,5.999,0.0043933,-0.0054678,0.0070141,-43.081
5154,7,999.95,7,-0.017846,-0.0298,0.034735,-29.185
5155,0,0,0,1,0,1,-2.0709e-10
5155,1,142.85,1.001,0.35659,-0.88984,0.95863,-0.36694
5155,2,285.7,2.002,-0.65133,-0.6576,0.92556,-0.67189
5155,3,428.55,3.003,-0.83824,0.50176,0.97694,-0.20261
5155,4,571.4,3.997,0.66788,0.65324,0.93423,-0.59093
5155,5,714.25,4.998,-0.040428,-0.018704,0.044545,-27.024
5155,6,857.1,5.999,0.0051597,-0.0062644,0.0081157,-41.813
5155,7,999.95,7,-0.017117,-0.029674,0.034257,-29.305
5156,0,0,0,1,0,1,-2.1976e-10
5156,1,142.85,1.001,0.32412,-0.90786,0.96398,-0.31863
5156,2,285.7,2.002,-0.71918,-0.60618,0.94057,-0.5322
5156,3,428.55,3.003,-0.75591,0.62537,0.98106,-0.16608
5156,4,571.4,3.997,0.8565,0.44854,0.96684,-0.29289
5156,5,714.25,4.998,-0.0023976,-0.0054157,0.0059227,-44.55
5156,6,857.1,5.999,0.023265,-0.020351,0.030909,-30.198
5156,7,999.95,7,-0.00045473,-0.00056397,0.00072446,-62.8
5157,0,0,0,1,0,1,-2.1389e-10
5157,1,142.85,1.001,0.30933,-0.91546,0.96631,-0.29768
5157,2,285.7,2.002,-0.7538,-0.57741,0.94954,-0.44978
5157,3,428.55,3.003,-0.6827,0.71083,0.98558,-0.12618
5157,4,571.4,3.997,0.94164,0.17985,0.95866,-0.36672
5157,5,714.25,4.998,-0.0032153,-0.003172,0.0045166,-46.904
5157,6,857.1,5.999,0.0058241,-0.0068417,0.0089849,-40.93
5157,7,999.95,7,-0.018563,-0.031898,0.036906,-28.658
5158,0,0,0,1,0,1,-2.2518e-10
5158,1,142.85,1.001,0.33264,-0.89737,0.95704,-0.3814
5158,2,285.7,2.002,-0.68832,-0.61927,0.92589,-0.66877
5158,3,428.55,3.003,-0.76857,0.60687,0.97928,-0.18189
5158,4,571.4,3.997,0.89941,0.3356,0.95999,-0.35469
5158,5,714.25,4.998,0.015476,0.00054248,0.015486,-36.201
5158,6,857.1,5.999,0.004469,-0.006036,0.0075104,-42.487
5158,7,999.95,7,-0.016898,-0.027594,0.032357,-29.801
5159,0,0,0,1,0,1,-2.0482e-10
5159,1,142.85,1.001,0.37554,-0.88689,0.96313,-0.32635
5159,2,285.7,2.002,-0.62861,-0.68296,0.92822,-0.64703
5159,3,428.55,3.003,-0.87408,0.40956,0.96528,-0.30696
5159,4,571.4,3.997,0.50988,0.82832,0.97268,-0.24064
5159,5,714.25,4.998,-0.074197,-0.092219,0.11836,-18.536
5159,6,857.1,5.999,0.02657,-0.018877,0.032593,-29.737
5159,7,999.95,7,-0.00048534,-0.00073721,0.00088263,-61.084
5160,0,0,0,1,0,1,-2.1376e-10
5160,1,142.85,1.001,0.30949,-0.91549,0.96639,-0.29695
5160,2,285.7,2.002,-0.75762,-0.57883,0.95343,-0.41419
5160,3,428.55,3.003,-0.66899,0.72264,0.98476,-0.13336
5160,4,571.4,3.997,0.88212,0.30644,0.93383,-0.59461
5160,5,714.25,4.998,-0.034327,-0.0071512,0.035064,-29.103
5160,6,857.1,5.999,0.0010209,-0.0013917,0.001726,-55.259
5160,7,999.95,7,-0.03217,-0.041737,0.052696,-25.564
5161,0,0,0,1,0,1,-2.065e-10
5161,1,142.85,1.001,0.35975,-0.89123,0.9611,-0.34464
5161,2,285.7,2.002,-0.65163,-0.6577,0.92584,-0.66925
5161,3,428.55,3.003,-0.83651,0.48507,0.96698,-0.29166
5161,4,571.4,3.997,0.71376,0.65755,0.97048,-0.2603
5161,5,714.25,4.998,-0.012218,-0.012249,0.017301,-35.239
5161,6,857.1,5.999,0.017058,-0.01548,0.023035,-32.752
5161,7,999.95,7,-0.0016873,-0.0038686,0.0042206,-47.493
5162,0,0,0,1,0,1,-2.0633e-10
5162,1,142.85,1.001,0.35316,-0.89917,0.96604,-0.30012
5162,2,285.7,2.002,-0.68513,-0.64516,0.94108,-0.52748
5162,3,428.55,3.003,-0.79619,0.57536,0.98232,-0.15493
5162,4,571.4,3.997,0.8058,0.50989,0.95357,-0.41295
5162,5,714.25,4.998,-0.030565,-0.011002,0.032484,-29.767
5162,6,857.1,5.999,0.0013114,-0.0016171,0.002082,-53.63
5162,7,999.95,7,-0.029906,-0.041121,0.050846,-25.875
5163,0,0,0,1,0,1,-2.0486e-10
5163,1,142.85,1.001,0.36942,-0.88167,0.95594,-0.39139
5163,2,285.7,2.002,-0.61975,-0.67267,0.91464,-0.77501
5163,3,428.55,3.003,-0.86134,0.43792,0.96627,-0.29805
5163,4,571.4,3.997,0.63997,0.69047,0.94144,-0.52415
5163,5,714.25,4.998,-0.036923,-0.015089,0.039887,-27.983
5163,6,857.1,5.999,0.0016236,-0.0019995,0.0025757,-51.782
5163,7,999.95,7,-0.042498,-0.056318,0.070554,-23.03
5164,0,0,0,1,0,1,-2.071e-10
5164,1,142.85,1.001,0.34931,-0.89714,0.96275,-0.32976
5164,2,285.7,2.002,-0.68056,-0.64266,0.93604,-0.57407
5164,3,428.55,3.003,-0.79746,0.57363,0.98234,-0.15478
5164,4,571.4,3.997,0.79968,0.50475,0.94566,-0.48532
5164,5,714.25,4.998,-0.013929,-0.0057793,0.01508,-36.432
5164,6,857.1,5.999,0.0021538,-0.0027664,0.003506,-49.104
5164,7,999.95,7,-0.034426,-0.047776,0.058888,-24.6
5165,0,0,0,1,0,1,-2.1783e-10
5165,1,142.85,1.001,0.29242,-0.91514,0.96073,-0.34799
5165,2,285.7,2.002,-0.76253,-0.55507,0.94316,-0.50826
5165,3,428.55,3.003,-0.64525,0.74507,0.98564,-0.12562
5165,4,571.4,3.997,0.94977,0.14183,0.9603,-0.35188
5165,5,714.25,4.998,-0.017312,-0.0047769,0.017959,-34.914
5165,6,857.1,5.999,0.0026353,-0.0035744,0.0044408,-47.051
5165,7,999.95,7,-0.019931,-0.0305,0.036434,-28.77
5166,0,0,0,1,0,1,-2.0579e-10
5166,1,142.85,1.001,0.39733,-0.88193,0.9673,-0.28881
5166,2,285.7,2.002,-0.60854,-0.70255,0.92946,-0.63543
5166,3,428.55,3.003,-0.87139,0.37782,0.94977,-0.44759
5166,4,571.4,3.997,0.59911,0.72818,0.94296,-0.51009
5166,5,714.25,4.998,0.026961,0.020228,0.033706,-29.446
5166,6,857.1,5.999,0.038851,-0.024445,0.045902,-26.763
5166,7,999.95,7,0.00014678,-0.00016691,0.00022227,-73.062
5167,0,0,0,1,0,1,-2.0573e-10
5167,1,142.85,1.001,0.36224,-0.89106,0.96187,-0.33764
5167,2,285.7,2.002,-0.65069,-0.66797,0.93251,-0.60693
5167,3,428.55,3.003,-0.85543,0.47751,0.97968,-0.17831
5167,4,571.4,3.997,0.54039,0.7424,0.91824,-0.74084
5167,5,714.25,4.998,-0.17667,-0.14633,0.22941,-12.788
5167,6,857.1,5.999,0.0055579,-0.0059292,0.0081269,-41.802
5167,7,999.95,7,-0.0029182,-0.0064965,0.0071218,-42.948
5168,0,0,0,1,0,1,-2.0121e-10
5168,1,142.85,1.001,0.37918,-0.88727,0.9649,-0.31039
5168,2,285.7,2.002,-0.63251,-0.68329,0.9311,-0.62008
5168,3,428.55,3.003,-0.86207,0.43761,0.96678,-0.29347
5168,4,571.4,3.997,0.64514,0.72624,0.9714,-0.25201
5168,5,714.25,4.998,-0.012484,-0.013959,0.018727,-34.551
5168,6,857.1,5.999,0.017455,-0.015261,0.023186,-32.695
5168,7,999.95,7,-0.0020331,-0.0049073,0.0053118,-45.495
5169,0,0,0,1,0,1,-2.1134e-10
5169,1,142.85,1.001,0.35257,-0.88298,0.95077,-0.4385
5169,2,285.7,2.002,-0.63122,-0.65196,0.90747,-0.84339
5169,3,428.55,3.003,-0.84169,0.47739,0.96764,-0.28568
5169,4,571.4,3.997,0.69375,0.62353,0.93278,-0.60446
5169,5,714.25,4.998,-0.019215,-0.0075561,0.020647,-33.703
5169,6,857.1,5.999,0.0028451,-0.0038846,0.0048151,-46.348
5169,7,999.95,7,-0.025051,-0.037586,0.045169,-26.903
5170,0,0,0,1,0,1,-2.0951e-10
5170,1,142.85,1.001,0.3485,-0.88755,0.95352,-0.41336
5170,2,285.7,2.002,-0.64413,-0.64778,0.91353,-0.78559
5170,3,428.55,3.003,-0.83994,0.47973,0.96728,-0.28894
5170,4,571.4,3.997,0.65578,0.69469,0.95533,-0.39696
5170,5,714.25,4.998,-0.046769,-0.028704,0.054875,-25.212
5170,6,857.1,5.999,0.012364,-0.013086,0.018003,-34.893
5170,7,999.95,7,-0.0026407,-0.0057024,0.0062841,-44.035
